431886121765986305,stapiab,-12.06231998,-76.93937377,2014-02-07 03:24:10 PM
431805206691848192,stapiab,-12.06163892,-76.93930385,2014-02-07 10:02:38 AM
431408029834416128,stapiab,-12.06248128,-76.93914276,2014-02-06 07:44:24 AM
431401705276973056,stapiab,-12.06256562,-76.93911471,2014-02-06 07:19:16 AM
431401507633000448,stapiab,-12.06249819,-76.9391692,2014-02-06 07:18:29 AM
431401424480509953,stapiab,-12.06235966,-76.93918879,2014-02-06 07:18:09 AM
431401314971832321,stapiab,-12.06295537,-76.93831273,2014-02-06 07:17:43 AM
431400868584628225,stapiab,-12.06310402,-76.93804597,2014-02-06 07:15:56 AM
431400377364512768,stapiab,-12.06284882,-76.93820522,2014-02-06 07:13:59 AM
431400175811452929,stapiab,-12.06302245,-76.9381965,2014-02-06 07:13:11 AM
430809511788810240,stapiab,-12.04859914,-77.0298084,2014-02-04 04:06:06 PM
430808683279572992,stapiab,-12.04859696,-77.03001982,2014-02-04 04:02:48 PM
430696819145076736,stapiab,-12.06147545,-76.93934154,2014-02-04 08:38:18 AM
430386111861764096,stapiab,-12.06196324,-76.93926306,2014-02-03 12:03:39 PM
430383745108303872,stapiab,-12.06200335,-76.93924641,2014-02-03 11:54:15 AM
429409295160340480,stapiab,-12.09450604,-77.05001408,2014-01-31 07:22:08 PM
428999276522651648,stapiab,-12.06251434,-76.93904105,2014-01-30 04:12:52 PM
428998925287452672,stapiab,-12.06245163,-76.93904657,2014-01-30 04:11:28 PM
428998593446707200,stapiab,-12.0624207,-76.93906023,2014-01-30 04:10:09 PM
428998284406165504,stapiab,-12.06242634,-76.93843426,2014-01-30 04:08:56 PM
428910307613097984,stapiab,-12.09090765,-77.02085713,2014-01-30 10:19:20 AM
428513851379023872,stapiab,-12.06147453,-76.93934036,2014-01-29 08:03:58 AM
428513514660319232,stapiab,-12.06235797,-76.93919168,2014-01-29 08:02:37 AM
428513310531919872,stapiab,-12.06236292,-76.93919348,2014-01-29 08:01:49 AM
428492153963417600,stapiab,-12.06253063,-76.93912947,2014-01-29 06:37:45 AM
428443120083423232,stapiab,-12.06220771,-76.93872969,2014-01-29 03:22:54 AM
427841931922919424,stapiab,-12.07556675,-76.96573438,2014-01-27 11:34:00 AM
427835501174091776,stapiab,-12.07552261,-76.96559456,2014-01-27 11:08:26 AM
427813000708640768,stapiab,-12.07536603,-76.96576788,2014-01-27 09:39:02 AM
427805765240631297,stapiab,-12.07536105,-76.96573294,2014-01-27 09:10:17 AM
427799024557916160,stapiab,-12.07061292,-76.96459562,2014-01-27 08:43:30 AM
427786375790727168,stapiab,-12.06190706,-76.93924632,2014-01-27 07:53:14 AM
427503906219126785,stapiab,-12.06149022,-76.93933536,2014-01-26 01:10:48 PM
427493628668555264,stapiab,-12.06223829,-76.93922393,2014-01-26 12:29:58 PM
427490834972282881,stapiab,-12.06162936,-76.93930523,2014-01-26 12:18:52 PM
427490172943728640,stapiab,-12.06164419,-76.93930224,2014-01-26 12:16:14 PM
427489329804738560,stapiab,-12.06161561,-76.9393198,2014-01-26 12:12:53 PM
427488407129186304,stapiab,-12.06155189,-76.93931979,2014-01-26 12:09:13 PM
427486962430509056,stapiab,-12.0614879,-76.93933815,2014-01-26 12:03:28 PM
427485917532934144,stapiab,-12.06235908,-76.93919168,2014-01-26 11:59:19 AM
427484068234940416,stapiab,-12.06234227,-76.9391942,2014-01-26 11:51:58 AM
427482666813100032,stapiab,-12.06141899,-76.93934221,2014-01-26 11:46:24 AM
427478520370302977,stapiab,-12.06247279,-76.93916703,2014-01-26 11:29:56 AM
427474990649597952,stapiab,-12.06237479,-76.93917946,2014-01-26 11:15:54 AM
427474734297911296,stapiab,-12.06236541,-76.93918434,2014-01-26 11:14:53 AM
427447623768092672,stapiab,-12.06248549,-76.93913542,2014-01-26 09:27:09 AM
427447508739297280,stapiab,-12.0623823,-76.93922193,2014-01-26 09:26:42 AM
427446434934583296,stapiab,-12.06248977,-76.9391044,2014-01-26 09:22:26 AM
427446153559683072,stapiab,-12.06236093,-76.93918089,2014-01-26 09:21:19 AM
427445427009769472,stapiab,-12.0614149,-76.93933855,2014-01-26 09:18:26 AM
427445102366449664,stapiab,-12.06237541,-76.93917997,2014-01-26 09:17:08 AM
427443698679693312,stapiab,-12.06142219,-76.93933715,2014-01-26 09:11:33 AM
427442356691169280,stapiab,-12.06236799,-76.9392372,2014-01-26 09:06:13 AM
